,@cant_adj,@desc_articulo,@desc_color,@desc_detalle_variante,@desc_marca,@id_articulo,@id_color,@id_compra,@id_detalle_variante,@id_marca,@id_moneda,@id_unidad,@id_variante,@medida_presentacion,@medida_variante,@nombre_comercial,@nro_doc_prov,@nro_item,@precio_tot_imp,@precio_unit,@presentacion,@tipo_doc_prov,@unidad,@unidad_medida_presentacion,@unidad_medida_variante,@variante,key_id,@variacion
4716,1.00,KIT DE PURIFICACION DE ADN PLASMIDOS,,,,36946,,729544,,,1,22,1|1|1,-----,-----,MACROGEN INC.,PRK2088124115,2,363.5,363.5000,-----,X,UNIDAD,-----,-----,-----,3.0,primer synthesis 0.2 umoles
4717,1.00,KIT PARA PURIFICACION DE PRODUCTOS DE PCR,,,,71762,,729544,,,1,32,1|1|1,-----,-----,MACROGEN INC.,PRK2088124115,3,120,120.0000,-----,X,KIT,-----,-----,-----,4.0,primer synthesis 0.2 umoles
4718,500.00,IMPRESION DE TARJETA,,,,10464,,729548,,,0,22,1|1|1,-----,-----,GRIFELMAN S A,213235210018,1,11651,19.1000,-----,R,UNIDAD,-----,CM,FORMATO,1.0,
4719,12.00,CORRECTOR LIQUIDO,,,,533,,729525,,,0,22,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,18,232.34,15.8700,-----,R,UNIDAD,-----,-----,-----,1.0,
4720,5.00,PERFORADORA PARA PAPEL,,,,202,,729525,,,0,22,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,19,451.70999999999998,74.0500,-----,R,UNIDAD,-----,-----,ORIFICIOS,2.0,
4721,63.00,MARCADOR,,,,4613,,729525,,,0,5,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,20,1393.3199999999999,18.1280,-----,R,CAJA,-----,-----,TRAZO,3.0,
4722,2.00,CALCULADORA DE MESA SIN CINTA,,,,5567,,729525,,,0,22,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,21,973.55999999999995,399.0000,-----,R,UNIDAD,-----,-----,-----,4.0,
4723,10.00,ENGRAPADORA,,,,187,,729525,,,0,22,18473|1|1,-----,26/6,MOSCA HNOS S A,210002810018,22,884.38,72.4900,-----,R,UNIDAD,-----,-----,TAMAÑO,5.0,
4724,2.00,SOBRE,,,,25292,,729525,,,0,22,18601|1|1,-----,22 X 15,MOSCA HNOS S A,210002810018,23,774.15999999999997,317.2800,-----,R,UNIDAD,-----,CM,LARGO X ANCHO,6.0,
4725,13.00,BROCHE DE GANCHO,,,,1289,,729525,,,0,22,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,24,260.42000000000002,16.4200,-----,R,UNIDAD,-----,-----,-----,7.0,
4726,2.00,CUADERNOLA,,,,8013,,729525,,,0,22,11929|1|1,-----,120,MOSCA HNOS S A,210002810018,25,210,105.0000,-----,R,UNIDAD,-----,-----,HOJAS,8.0,
4727,12.00,CINTA CORRECTORA,,,,2606,,729525,,,0,22,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,26,249.31999999999999,17.0300,-----,R,UNIDAD,-----,M X MM,LARGO X ANCHO,9.0,
4728,3.00,BANDEJA DE ACERO INOXIDABLE,,,,306,,729525,,,0,22,1|1|1,-----,-----,MOSCA HNOS S A,210002810018,27,306.44999999999999,83.7300,-----,R,UNIDAD,-----,CM X CM,TAMAÑO,10.0,
4729,3.00,BANDEJA DE ACERO INOXIDABLE CON DIVISIONES,,,,31070,,729525,,,0,22,15704|1|1,-----,20 X 12,MOSCA HNOS S A,210002810018,28,774.67999999999995,211.6600,-----,R,UNIDAD,-----,CM,LARGO X ANCHO,11.0,
4730,80.00,BIBLIORATO FORRADO EN PVC,,,,10236,,729525,,,0,22,14930|1|1,-----,A4,MOSCA HNOS S A,210002810018,29,4926.8500000000004,50.4800,-----,R,UNIDAD,-----,-----,FORMATO,12.0,
4731,20.00,SOBRE,,,,25292,,729525,,,0,22,19573|1|1,-----,35 X 45,MOSCA HNOS S A,210002810018,30,2083.0300000000002,85.3700,-----,R,UNIDAD,-----,CM,LARGO X ANCHO,13.0,
4732,12.00,ENGRAPADORA,,,,187,,729525,,,0,22,15198|1|1,-----,24/6,MOSCA HNOS S A,210002810018,31,793.77999999999997,54.2200,-----,R,UNIDAD,-----,-----,TAMAÑO,14.0,
4733,24.00,TRINCHETA,,,,566,,729525,,,0,22,1|1|1,-----,-----,PAPELERIA ALDO S A,210003030016,9,878.39999999999998,30.0000,-----,R,UNIDAD,-----,MM,ANCHO,15.0,
4734,22.00,MARCADOR PERMANENTE,,,,13499,,729525,,,0,22,1|1|1,-----,-----,PAPELERIA ALDO S A,210003030016,10,1346.29,50.1600,-----,R,UNIDAD,-----,-----,TRAZO,16.0,
4735,12.00,MARCADOR PERMANENTE,,,,13499,,729525,,,0,22,14961|1|1,-----,FINO,PAPELERIA ALDO S A,210003030016,11,278.16000000000003,19.0000,-----,R,UNIDAD,-----,-----,TRAZO,17.0,
4736,3.00,BOLIGRAFO,,,,185,,729525,,,0,22,1|4|1136,12,-----,PAPELERIA ALDO S A,210003030016,13,226.91999999999999,62.0000,CAJA,R,UNIDAD,UNIDAD,-----,-----,18.0,
4737,2.00,PAPELERA DE PLASTICO,,,,201,,729525,,,0,22,1|1|1,-----,-----,PAPELERIA ALDO S A,210003030016,14,265.95999999999998,109.0000,-----,R,UNIDAD,-----,L,CAPACIDAD,19.0,
4738,10.00,CUADERNO CON ESPIRAL,,,,62241,,729525,,,0,22,7129|1|1,-----,72,PAPELERIA ALDO S A,210003030016,15,215,21.5000,-----,R,UNIDAD,-----,-----,HOJAS,20.0,
4739,30.00,NOTA DE HOJAS AUTOADHESIVAS,,,,6681,,729525,,,0,22,18774|1|1,-----,2 X 3,PAPELERIA ALDO S A,210003030016,16,695.39999999999998,19.0000,-----,R,UNIDAD,-----,CM X CM,LARGO X ANCHO,21.0,
4740,5.00,PILA ALCALINA,,,,2609,,729525,,,0,22,133|1|1,-----,1.5,PAPELERIA ALDO S A,210003030016,17,844.97000000000003,138.5200,-----,R,UNIDAD,-----,-----,TAMAÑO,22.0,
4741,2.00,CALCULADORA CIENTIFICA,,,,1153,,729525,,,0,22,9329|1|1,-----,94,DISTRICOMP S A,212363900019,1,1259.99,516.3900,-----,R,UNIDAD,-----,-----,FUNCIONES,23.0,
4742,9.00,CUADERNOLA,,,,8013,,729525,,,0,22,9529|1|1,-----,96,DISTRICOMP S A,212363900019,2,531,59.0000,-----,R,UNIDAD,-----,-----,HOJAS,24.0,
4743,6.00,LAPIZ,,,,193,,729525,,,0,22,85|1|1,-----,1,DISTRICOMP S A,212363900019,3,348.01999999999998,47.5440,-----,R,UNIDAD,-----,-----,TRAZO,25.0,
4744,3.00,CARTON MOUSE,,,,8136,,729525,,,0,22,1|1|1,-----,-----,DISTRICOMP S A,212363900019,4,540,147.5400,-----,R,UNIDAD,-----,-----,-----,26.0,
4745,72.00,MARCADOR A FIBRA FLUORESCENTE,,,,197,,729525,,,0,22,1|1|1,-----,-----,DISTRICOMP S A,212363900019,5,1295.6400000000001,14.7500,-----,R,UNIDAD,-----,-----,TRAZO,27.0,
4746,1.00,SOBRE MANILA,,,,60378,,729525,,,0,22,16172|1|1,-----,23 x 30,DISTRICOMP S A,212363900019,6,725,594.2600,-----,R,UNIDAD,-----,CM,LARGO x ANCHO,28.0,
4747,1.00,SOBRE REVISTA,,,,3712,,729525,,,0,22,15247|1|1,-----,30 x 21,DISTRICOMP S A,212363900019,7,1130,926.2300,-----,R,UNIDAD,-----,CM,LARGO x ANCHO,29.0,
4748,30.00,CAJA ARCHIVADORA DE CARTON,,,,8263,,729525,,,0,22,25679|1|1,-----,42.5 X 32.5,DISTRICOMP S A,212363900019,8,2249.9899999999998,61.4750,-----,R,UNIDAD,-----,CM X CM,LARGO X ANCHO,30.0,
4749,1.00,SERVICIO DE AUDIO,,,,4440,,729249,,,0,22,1|1|1,-----,-----,VECLER SRL,214169070010,1,5500,4508.1960,-----,R,UNIDAD,-----,-----,-----,1.0,
4750,10.00,SELLADOR/ADHESIVO BASE SILICONA NEUTRA,,,,14547,,729540,,,0,22,1|183|14964,300,-----,FIERRO VIGNOLI S A FIVISA,210000400017,1,1996.1600000000001,163.6200,POMOS,R,UNIDAD,CC,-----,-----,1.0,SIKASIL C
4751,250.00,GANCHO PARA CORTINA,,,,4746,,729540,,,0,22,1|1|1,-----,-----,YOHANNA MARÍA DOS SANTOS NARIO.,217187300019,2,750,2.4590,-----,R,UNIDAD,-----,-----,-----,2.0,SIKASIL C
4752,1.00,CAÑO DE RADIADOR INFERIOR PARA EQUIPO DE TRANSPORTE,,-----,-----,13349,,729550,233906,842,0,22,1|1|1,-----,-----,LIDER REPUESTOS S.R.L.,120224150015,1,1710,1401.6393,-----,R,UNIDAD,-----,-----,-----,1.0,
4753,1.00,BOMBA DE AGUA DE MOTOR,,-----,MERCEDES BENZ,11103,,729550,46131,2,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,2,950,778.6885,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,2.0,
4754,1.00,JUEGO DE JUNTAS DE MOTOR,,-----,HYUNDAI,10628,,729550,250735,654,0,10,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,3,2842,2329.5082,-----,R,JUEGO,-----,-----,TIPO DE VEHICULO,3.0,
4755,1.00,TERMOSTATO DE AGUA DE MOTOR EQUIPO DE TRANSPORTE,,-----,HYUNDAI,5357,,729550,41316,654,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,4,1100,901.6393,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,4.0,
4756,4.00,BUJIA,,------,MITSUBISHI,7651,,729550,72340,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,5,480,98.3606,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,5.0,
4757,1.00,CORREA DE AIRE ACONDICIONADO PARA EQUIPO DE TRANSPORTE,,-----,MITSUBISHI,24170,,729550,210130,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,6,378.18000000000001,309.9800,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,6.0,
4758,1.00,CORREA DE BOMBA DE AGUA,,-----,MITSUBISHI,6643,,729550,76177,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,7,416.25,341.1885,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,7.0,
4759,1.00,CORREA DE DISTRIBUCION,,-----,MITSUBISHI,8987,,729550,83249,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,8,496,406.5573,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,8.0,
4760,30.00,TECLADO ESTANDAR,,,,6611,,729559,,,0,22,24637|1|1,-----,USB,EFENUR SOCIEDAD ANONIMA,217134180019,1,9882,270.0000,-----,R,UNIDAD,-----,-----,TIPO DE CONECTOR,1.0,
4761,1.00,PASTILLA DE FRENO PARA EQUIPO DE TRANSPORTE,,-----,MITSUBISHI,6421,,729558,245018,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,1,845,692.6229,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,
4762,2.00,FAROL TRASERO,,-----,MITSUBISHI,5391,,729558,47472,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,2,3820,1565.5737,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,2.0,
4763,1.00,COLOCACION DE CARTELERIA,,,,72034,,694740,,,0,22,1|1|1,-----,-----,TORRES MALACRIDA JHONATAN DERKIS,216979070014,1,292190,239500.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
4764,2.00,PLACA MADRE,,-----,-----,1849,,729572,231937,0,0,22,1|1|1,-----,-----,RODRIGUEZ VIDAL RICARDO ESTEBAN,030208020014,1,6900,2827.8700,-----,R,UNIDAD,-----,-----,-----,1.0,775 DDR2
4765,1.00,PLACA MADRE,,-----,-----,1849,,729572,231937,0,0,22,1|1|1,-----,-----,RODRIGUEZ VIDAL RICARDO ESTEBAN,030208020014,1,4100.0100000000002,3360.6600,-----,R,UNIDAD,-----,-----,-----,2.0,1155 SDA GN DDR3
4766,1.00,TESTER,,,,3142,,729572,,,0,22,18891|1|1,-----,DIGITAL,RODRIGUEZ VIDAL RICARDO ESTEBAN,030208020014,2,1300,1065.5700,-----,R,UNIDAD,-----,-----,TIPO,3.0,1155 SDA GN DDR3
4767,1.00,CREMALLERA PARA DIRECCION,,-----,MITSUBISHI,8349,,729573,78697,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,1,18849,15450.0000,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,
4768,1.00,PASTILLA DE FRENO PARA EQUIPO DE TRANSPORTE,,-----,GWM,6421,,729573,244969,1108,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,2,845,692.6229,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,2.0,
4769,2.00,FLEXIBLE DE FRENO PARA EQUIPO DE TRANSPORTE,,-----,MITSUBISHI,10927,,729573,10172,4,0,22,21513|1|1,-----,CAMIONETA,LIDER REPUESTOS S.R.L.,120224150015,3,1820,745.9016,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,3.0,
4770,1.00,IMPRESORA MULTIFUNCION LASER,,,,70630,,729574,,,0,22,1|1|1,-----,-----,LIBRERIAS DEL LITORAL S A,180055170018,1,11608.299999999999,9515.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
4771,1.00,CAÑO DE HIERRO LISO SECCION RECTANGULAR,,,,8565,,729571,,,0,22,67654|1|1,-----,40 X 20 X 1.6 ,VILLASUSO TEPERINO JAVIER ANDRES,050089570010,1,697.00999999999999,571.3200,-----,R,UNIDAD,-----,MM X MM X MM,LARGO X ANCHO X ESPESOR,1.0,
4772,1.00,DISCO ESMERIL PARA PULIDORA (FLAP),,,,1759,,729571,,,0,22,38916|1|1,-----,4 1/2 X 16,VILLASUSO TEPERINO JAVIER ANDRES,050089570010,2,203.38999999999999,166.7100,-----,R,UNIDAD,-----,PLG/N,DIAMETRO/GRANO,2.0,
4773,3.00,DISCO DE CORTE DIAMANTADO,,,,26578,,729571,,,0,22,14992|1|1,-----,4 1/2,VILLASUSO TEPERINO JAVIER ANDRES,050089570010,3,316.99000000000001,86.6100,-----,R,UNIDAD,-----,PLG,DIAMETRO,3.0,
4774,200.00,CD DE SOLO LECTURA (CD-R),,,,1885,,729576,,,0,22,15073|1|1,-----,700,EFENUR SOCIEDAD ANONIMA,217134180019,1,1439.5999999999999,5.9000,-----,R,UNIDAD,-----,MB,CAPACIDAD,1.0,
4775,5.00,DETECCION DE ANTIGENO HLA B 27,,,,27507,,722465,,,0,22,23460|1|1,-----,CONSULTORIO COORDINADO ,"INSTITUTO NAL.DE DONACION Y TRASPLANTE DE CELULAS,",214938070013,1,9900,1800.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
4776,5.00,DETERMINACION DE CALPROTECTINA EN MATERIA FECAL,,,,75075,,726804,,,0,22,23462|1|1,-----,HOSPITAL COORDINADO,REMICOR SOCIEDAD ANONIMA,214898750019,2,8214.9300000000003,1346.7100,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
4777,60.00,ALCOHOL ETILICO EN GEL,,ALCOHOL EN GEL 70%,SOCIEDAD ANONIMA TECNICA,37043,,729579,252060,203,0,6,6929|46|14973,500,70,DROGUERIA PAYSANDU SOCIEDAD ANONIMA,211255450018,1,3440.4000000000001,47.0000,FRASCO,R,FRASCO,ML,%,CONCENTRACION,1.0,
4778,1.00,CINTA ADHESIVA TRANSPARENTE,MARRON,,,186,21,729582,,,0,20,1|12|943,10,-----,EL MISMO STILO S.R.L,140232270010,1,5696.75,4669.4700,ROLLO,R,ROLLO,M,MM,ANCHO,1.0,
4779,1.00,TANQUE PVC,NEGRO,,,11737,24,729583,,,0,22,14964|1|1,-----,300,VEICUER S R L,060034490012,1,5100.1999999999998,4180.4900,-----,R,UNIDAD,-----,L,CAPACIDAD,1.0,
4780,1.00,BOLSA DE NYLON,NEGRO,,,28601,24,729584,,,0,22,15380|1|1,-----,40 X 40,MACHADO LOTITO MARTHA LILIAN,140096950019,1,18390,15073.7700,-----,R,UNIDAD,-----,CM,LARGO X ANCHO,1.0,
4781,1.00,ALARGUE ELECTRICO TIPO ENROLLADOR,,,,74705,,729585,,,0,22,99815|12|4929,50,7/4 SCHUKO - 3 TRES EN LINEA,FIERRO VIGNOLI S A FIVISA,210000400017,1,554,454.1000,ROLLO,R,UNIDAD,M,-----,NRO. DE TOMAS/TIPO,1.0,
4782,10.00,CABLE BAJO GOMA,,,,1238,,729585,,,0,14,15142|1|1,-----,3 x 2,FIERRO VIGNOLI S A FIVISA,210000400017,2,423.33999999999997,34.7000,-----,R,M,-----,NRO. X MM2,CANTIDAD DE HILOS X SECCION,2.0,
4783,1.00,FICHA TRES EN LINEA,,,,71034,,729585,,,0,22,20284|1|1,-----,MACHO,FIERRO VIGNOLI S A FIVISA,210000400017,3,38,31.1500,-----,R,UNIDAD,-----,-----,TIPO,3.0,
4784,1.00,FICHA TIPO SCHUKO HEMBRA,,,,68054,,729585,,,0,22,1|1|1,-----,-----,FIERRO VIGNOLI S A FIVISA,210000400017,4,106.98999999999999,87.7000,-----,R,UNIDAD,-----,A,AMPERAJE,4.0,
4785,1.00,BASE PARA CELULA FOTOELECTRICA,,,,14616,,729585,,,0,22,1|1|1,-----,-----,FIERRO VIGNOLI S A FIVISA,210000400017,5,128.09999999999999,105.0000,-----,R,UNIDAD,-----,-----,-----,5.0,
4786,100.00,PRECINTO DE PLASTICO,,,,9098,,729585,,,0,22,2929|13|9929,100,30,FIERRO VIGNOLI S A FIVISA,210000400017,6,245.22,2.0100,PAQUETE,R,UNIDAD,UNIDAD,CM,LONGITUD,6.0,
4787,5.00,ARTEFACTO DE ILUMINACION PARA TUBO FLUORESCENTE,,,,1769,,729585,,,0,22,22022|1|1,-----,2 X 18,FIERRO VIGNOLI S A FIVISA,210000400017,7,1614.98,264.7500,-----,R,UNIDAD,-----,UNIDAD X W,CANTIDAD DE TUBOS x POTENCIA,7.0,
4788,2.00,OMALIZUMAB ( INYECTABLE),,XOLAIR,MURRY,73360,,728911,257371,1277,0,527,14929|347|1,-----,150,MURRY S A,214843360014,1,68217.600000000006,30400.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (SC),-----,CONCENTRACION,1.0,
4789,1.00,CALCIO B12 (USO VETERINARIO),,CALCIO B12 INYECTABLE,ION,14242,,729586,5139,107,0,22,1|46|14972,250,-----,VEICUER S R L,060034490012,1,300,300.0000,FRASCO,R,UNIDAD,ML,-----,-----,1.0,
4790,1.00,CLORHIDRATO DE LEVAMISOL INYECTABLE (USO VETERINARIO),,LEVAMISOL ENA,SANTA ELENA S.A.,6213,,729586,5067,259,0,22,943|14|14972,250,10,VEICUER S R L,060034490012,2,560,560.0000,FRASCO,R,UNIDAD,CC,%,CONCENTRACION,2.0,
4791,5.00,HORMIGUICIDA,,,,1072,,729586,,,0,22,19342|1|1,-----,POLVO,VEICUER S R L,060034490012,3,840,168.0000,-----,R,UNIDAD,-----,-----,TIPO,3.0,
4792,4.00,SAL MINERAL (USO ALIMENTICIO ANIMAL),,,,7893,,729586,,,0,22,1|1|1,-----,-----,VEICUER S R L,060034490012,4,3520,880.0000,-----,R,UNIDAD,-----,-----,-----,4.0,
4793,2.00,DEXAMETASONA (INYECTABLE),,DEXA ION 4,ION,26108,,729586,236276,107,0,527,378|345|85,1,4,VEICUER S R L,060034490012,5,592,296.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (IM/IV),MG/ML,CONCENTRACION,5.0,
4794,1.00,TIMBRE PROFESIONAL,,,,10233,,729586,,,0,22,1|1|1,-----,-----,VEICUER S R L,060034490012,6,30,30.0000,-----,R,UNIDAD,-----,-----,-----,6.0,
4795,1.00,REPARACION DE HORNO INDUSTRIAL,,,,61529,,729578,,,0,22,1|1|1,-----,-----,ARRUA POMBO LEONARDO,216309120011,1,9000,9000.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
4796,1.00,HORNO MICROONDAS,,,,4480,,729589,,,0,22,1|1|1,-----,-----,PUNKTAL S A,211746860011,1,2614.4000000000001,2142.9500,-----,R,UNIDAD,-----,L,CAPACIDAD,1.0,
4797,1.00,BORNERA,,,,8422,,729590,,,0,22,231|1|1,-----,2.5,FIERRO VIGNOLI S A FIVISA,210000400017,1,56.619999999999997,46.4100,-----,R,UNIDAD,-----,MM2,SECCION,1.0,
4798,4.00,DUCTO EXTERIOR AUTOADHESIVO PARA INSTALACION ELECTRICA,,,,2613,,729590,,,0,22,18599|1|1,-----,20 X 10,FIERRO VIGNOLI S A FIVISA,210000400017,2,141.52000000000001,29.0000,-----,R,UNIDAD,-----,MM X MM,ANCHO X ESPESOR,2.0,
4799,4.00,DUCTO EXTERIOR ANGULO EXTERIOR PARA INSTALACION ELECTRICA,,,,7521,,729590,,,0,22,18599|1|1,-----,20 X 10,FIERRO VIGNOLI S A FIVISA,210000400017,3,53.68,11.0000,-----,R,UNIDAD,-----,MM X MM,ESPESOR x ANCHO,3.0,
4800,4.00,DUCTO EXTERIOR ANGULO INTERIOR PARA INSTALACION ELECTRICA,,,,8089,,729590,,,0,22,18599|1|1,-----,20 X 10,FIERRO VIGNOLI S A FIVISA,210000400017,4,53.68,11.0000,-----,R,UNIDAD,-----,MM X MM,ANCHO X ESPESOR,4.0,
4801,1.00,INTERRUPTOR DIFERENCIAL MONOFASICO,,,,8571,,729590,,,0,22,3129|1|1,-----,32,FIERRO VIGNOLI S A FIVISA,210000400017,5,222.53,182.4000,-----,R,UNIDAD,-----,A,AMPERAJE,5.0,
4802,100.00,CABLE CONDUCTOR SUPERPLASTICO PARA DESCARGA A TIERRA,,,,12265,,729590,,,0,14,182|1|1,-----,2,FIERRO VIGNOLI S A FIVISA,210000400017,6,1151.01,9.4345,-----,R,M,-----,MM2,SECCION,6.0,
4803,100.00,CABLE FORRADO SUPERPLASTICO,,,,12964,,729590,,,0,14,15140|12|9929,100,2 x 2,FIERRO VIGNOLI S A FIVISA,210000400017,7,1151.01,9.4345,ROLLO,R,M,M,NRO. X MM2,CANTIDAD DE HILOS X SECCION,7.0,
4804,1.00,IMPRESORA MULTIFUNCION LASER,,,,70630,,729591,,,0,22,1|1|1,-----,-----,EMME SISTEMAS SOCIEDAD ANONIMA,211601480013,1,18849,15450.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
4805,8.00,TIJERA CIRUGIA CURVA,,,,21097,,729587,,,0,22,2029|1|1,-----,21,NELSON ARCOS S A,210969130015,1,106950.08,10958.0000,-----,R,UNIDAD,-----,CM,LONGITUD,1.0,
4806,8.00,TIJERA CIRUGIA RECTA,,,,21096,,729587,,,0,22,2429|1|1,-----,25,NELSON ARCOS S A,210969130015,2,106950.08,10958.0000,-----,R,UNIDAD,-----,CM,LONGITUD,2.0,
4807,4.00,CLAMP BULLDOG DE BAKEY,,,,52329,,729587,,,0,22,66938|1|1,-----,"CURVO, 85 MM",NELSON ARCOS S A,210969130015,3,36458.480000000003,7471.0000,-----,R,UNIDAD,-----,-----,TIPO,3.0,
4808,6.00,MANGO DE BISTURI,,,,2810,,729587,,,0,22,280|1|1,-----,3,NELSON ARCOS S A,210969130015,4,14581.440000000001,1992.0000,-----,R,UNIDAD,-----,-----,NUMERO,4.0,
4809,6.00,PORTA AGUJA DE BAKEY,,,,69978,,729587,,,0,22,2229|1|1,-----,23,NELSON ARCOS S A,210969130015,5,69276.479999999996,9464.0000,-----,R,UNIDAD,-----,CM,LONGITUD,5.0,
4810,8.00,PLAQUETA PARA INTERRUPTOR,,,,721,,729592,,,0,22,85|1|1,-----,1,FIERRO VIGNOLI S A FIVISA,210000400017,1,507.51999999999998,52.0000,-----,R,UNIDAD,-----,-----,NUMERO DE INTERRUPTORES,1.0,
4811,1.00,MODULO CIEGO,,,,10500,,729592,,,0,22,1|1|1,-----,-----,FIERRO VIGNOLI S A FIVISA,210000400017,2,17.079999999999998,14.0000,-----,R,UNIDAD,-----,-----,-----,2.0,
4812,2.00,MODULO INTERRUPTOR BIPOLAR,,,,1208,,729592,,,0,22,569|1|1,-----,6,FIERRO VIGNOLI S A FIVISA,210000400017,3,373.63999999999999,153.1300,-----,R,UNIDAD,-----,A,AMPERAJE,3.0,
4813,100.00,CAÑO DE PVC CORRUGADO PARA INSTALACIONES ELECTRICAS,,,,399,,729592,,,0,22,1530|1|1,-----,16,FIERRO VIGNOLI S A FIVISA,210000400017,4,1098,9.0000,-----,R,UNIDAD,-----,MM,DIAMETRO,4.0,
4814,100.00,CAÑO DE PVC CORRUGADO PARA INSTALACIONES ELECTRICAS,AZUL,,,399,5,729592,,,0,22,1530|1|1,-----,16,FIERRO VIGNOLI S A FIVISA,210000400017,5,2318,19.0000,-----,R,UNIDAD,-----,MM,DIAMETRO,5.0,
4815,100.00,CAÑO DE PVC CORRUGADO PARA INSTALACIONES ELECTRICAS,NARANJA,,,399,23,729592,,,0,22,1530|1|1,-----,16,FIERRO VIGNOLI S A FIVISA,210000400017,6,610,5.0000,-----,R,UNIDAD,-----,MM,DIAMETRO,6.0,
4816,1.00,CINTA DE ENHEBRAR PARA ELECTRICISTA,,,,5015,,729592,,,0,22,943|1|1,-----,10,FIERRO VIGNOLI S A FIVISA,210000400017,7,183.53999999999999,150.4400,-----,R,UNIDAD,-----,M,LONGITUD,7.0,
4817,1.00,REPARACION DE FOTOCOPIADORA,,,,2836,,729593,,,0,22,1|1|1,-----,-----,EMME SISTEMAS SOCIEDAD ANONIMA,211601480013,1,1830,1500.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
4818,1.00,NEUMATICO PARA MOTOCICLETA Y CUATRICICLO,,,,7741,,729594,,,0,22,24369|1|1,-----,410 X 18,MOTOREP LIMITADA,120224070011,1,2275,1864.7541,-----,R,UNIDAD,-----,-----,MEDIDA,1.0,
4819,1.00,NEUMATICO PARA MOTOCICLETA Y CUATRICICLO,,,,7741,,729594,,,0,22,82475|1|1,-----,110/90-17,MOTOREP LIMITADA,120224070011,2,2124,1740.9836,-----,R,UNIDAD,-----,-----,MEDIDA,2.0,
4820,100.00,CABLE FORRADO SUPERPLASTICO,,,,12964,,729596,,,0,14,15140|12|9929,100,2 x 2,FIERRO VIGNOLI S A FIVISA,210000400017,1,2318,19.0000,ROLLO,R,M,M,NRO. X MM2,CANTIDAD DE HILOS X SECCION,1.0,
4821,1.00,CAMARA WEB,,,,9454,,729598,,,0,22,73093|1|1,-----,CON MICROFONO,EFENUR SOCIEDAD ANONIMA,217134180019,1,3050,2500.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
4822,1.00,CABLE DE CUENTA KILOMETROS (PARA MOTO),,-----,HONDA,8362,,729597,245057,25,0,22,1|1|1,-----,-----,MOTOREP LIMITADA,120224070011,1,128,104.9180,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,
4823,1.00,CABLE DE EMBRAGUE (PARA MOTO),,----,HONDA,7777,,729597,245278,25,0,22,21475|1|1,-----,MOTOCICLETA,MOTOREP LIMITADA,120224070011,2,125,102.4590,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,2.0,
4824,1.00,JUEGO DE ESPEJOS RETROVISORES (PARA MOTO),,-----,HONDA,65334,,729597,245336,25,0,22,1|1|1,-----,-----,MOTOREP LIMITADA,120224070011,3,155,127.0492,-----,R,UNIDAD,-----,-----,-----,3.0,
